id,name,status,updated_date,species,frames_with_fish,number_of_tracks,time_of_day,train_set
544616,2_2018-04-27_12-19-33.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,1,day,train
544618,2_2018-04-27_16-02-17.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,23,2,day,train
544621,2_2018-04-27_18-31-15.mp4,completed,2024-11-14T21:14:59.278220Z,River Herring,14,1,day,train
544622,2_2018-04-27_19-23-06.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,14,1,night,test
544623,2_2018-04-28_10-16-14.mp4,completed,2024-11-15T20:45:30.724004Z,River Herring,16,2,day,val
544624,2_2018-04-28_10-36-04.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,25,2,day,train
544630,2_2018-04-28_11-47-44.mp4,completed,2024-11-14T21:14:14.615609Z,Trout,19,1,day,train
544631,2_2018-04-28_18-36-05.mp4,completed,2024-11-18T15:17:10.068436Z,Lamprey,38,2,day,train
544632,2_2018-04-29_07-02-06.mp4,completed,2024-11-09T01:25:12.480540Z,"Trout, River Herring",49,2,day,val
544634,2_2018-04-29_07-46-46.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,31,1,day,train
544637,2_2018-04-29_08-55-19.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,19,1,day,test
544638,2_2018-04-29_09-14-03.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,day,train
544639,2_2018-04-29_09-34-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,val
544640,2_2018-04-29_10-25-43.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,14,1,day,train
544641,2_2018-04-29_14-26-34.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,22,1,day,train
544642,2_2018-04-29_15-39-37.mp4,completed,2024-11-09T01:32:56.441280Z,Trout,41,3,day,train
544644,2_2018-04-29_15-55-24.mp4,completed,2024-11-06T15:17:50.240866Z,"Unknown Fish, River Herring",36,3,day,train
544645,2_2018-04-29_16-54-05.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
544649,2_2018-04-29_17-12-32.mp4,completed,2024-11-06T15:17:50.240866Z,"Trout, River Herring",31,4,day,train
544651,2_2018-04-29_17-36-58.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,16,1,day,train
544654,2_2018-04-30_08-06-16.mp4,completed,2024-11-09T01:35:37.023291Z,Trout,45,1,day,train
544656,2_2018-05-02_06-02-07.mp4,completed,2024-11-09T01:36:40.911289Z,River Herring,27,3,dawn,train
544658,2_2018-05-02_06-33-47.mp4,completed,2024-11-09T01:37:25.019121Z,"Trout, River Herring",38,2,day,train
544659,2_2018-05-02_07-15-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,17,1,day,train
544661,2_2018-05-02_10-47-40.mp4,completed,2024-11-09T01:37:59.486779Z,River Herring,16,1,day,train
544665,2_2018-05-03_16-27-20.mp4,completed,2024-11-19T04:14:24.000029Z,Lamprey,97,1,day,train
544672,2_2018-05-03_17-27-31.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,day,test
544675,2_2018-05-03_18-22-08.mp4,completed,2024-11-09T01:19:42.893983Z,Lamprey,75,1,day,train
544679,2_2018-05-03_20-54-09.mp4,completed,2024-11-06T16:07:20.898760Z,Lamprey,15,1,night,train
544681,2_2018-05-04_08-05-29.mp4,completed,2024-11-09T01:15:51.219817Z,Perch,10,1,day,train
544683,2_2018-05-04_09-55-38.mp4,completed,2024-11-09T01:15:04.222942Z,River Herring,25,2,day,train
544691,2_2018-05-04_12-47-09.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,1,day,train
544694,2_2018-05-04_13-59-40.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,day,train
544698,2_2018-05-04_15-49-29.mp4,completed,2024-11-06T15:17:50.240866Z,Eel,9,1,day,test
544701,2_2018-05-04_19-26-46.mp4,completed,2024-11-08T21:35:10.336627Z,River Herring,26,5,night,train
544703,2_2018-05-05_09-32-37.mp4,completed,2024-11-15T16:21:01.212591Z,River Herring,65,3,day,train
544705,2_2018-05-05_11-14-30.mp4,completed,2024-11-15T16:22:27.059715Z,Trout,24,1,day,train
544708,2_2018-05-05_11-40-16.mp4,completed,2024-11-18T15:20:07.354876Z,Unknown Fish,15,1,day,train
544710,2_2018-05-05_12-04-58.mp4,completed,2024-11-08T21:16:08.711338Z,River Herring,20,3,day,train
544747,2_2018-05-05_12-20-04.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
544750,2_2018-05-05_12-39-09.mp4,completed,2024-11-08T21:12:37.058104Z,River Herring,37,2,day,train
544755,2_2018-05-05_13-31-05.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,24,2,day,train
544758,2_2018-05-05_13-49-11.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
544761,2_2018-05-05_14-02-54.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,9,1,day,train
544765,2_2018-05-05_14-57-03.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,27,2,day,train
544766,2_2018-05-05_15-21-27.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,day,train
544767,2_2018-05-05_15-32-29.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,day,train
544774,2_2018-05-05_18-10-49.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,13,1,day,train
544777,2_2018-05-05_18-52-37.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,34,1,day,train
544780,2_2018-05-06_06-09-19.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,day,train
544786,2_2018-05-06_06-34-26.mp4,completed,2024-11-08T21:09:27.718782Z,Perch,38,1,day,val
544789,2_2018-05-06_07-23-52.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,17,1,day,train
544793,2_2018-05-06_08-43-44.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,21,1,day,train
544794,2_2018-05-06_12-54-02.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,train
544799,2_2018-05-06_13-27-59.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,train
544803,2_2018-05-06_15-32-18.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,2,day,train
544804,2_2018-05-06_16-06-56.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,29,1,day,train
544809,2_2018-05-06_17-00-56.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,train
544813,2_2018-05-06_17-32-24.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,16,1,day,train
544817,2_2018-05-06_18-05-49.mp4,completed,2024-11-08T20:46:08.254680Z,Unknown Fish,8,1,day,train
544822,2_2018-05-06_19-02-50.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,18,1,day,train
544830,2_2018-05-07_06-24-58.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,29,1,day,train
544831,2_2018-05-07_08-34-48.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,24,1,day,train
544835,2_2018-05-07_18-13-57.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,31,1,day,train
544836,2_2018-05-07_18-44-05.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,46,1,day,train
544837,2_2018-05-07_19-34-51.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,1,night,train
544841,2_2018-05-08_23-11-03.mp4,completed,2024-11-06T15:52:02.216158Z,Lamprey,12,1,night,train
544850,2_2018-05-09_18-27-46.mp4,completed,2024-11-14T21:13:16.316903Z,Sunfish,32,1,day,train
544852,2_2018-05-09_18-35-53.mp4,completed,2024-11-06T15:44:08.938711Z,Pickerel,119,1,day,train
544859,2_2018-05-10_07-24-24.mp4,completed,2024-11-06T15:17:50.240866Z,Perch,38,1,day,train
544861,2_2018-05-10_08-40-16.mp4,completed,2024-11-14T21:11:08.630168Z,Perch,31,1,day,train
544870,2_2018-05-10_13-22-03.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,12,1,day,val
544872,2_2018-05-10_14-59-27.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,day,train
544874,2_2018-05-10_17-43-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,day,train
544876,2_2018-05-11_06-03-44.mp4,completed,2024-11-08T20:44:22.438226Z,Lamprey,49,1,day,test
544877,2_2018-05-11_06-44-05.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,18,1,day,val
544878,2_2018-05-11_08-25-18.mp4,completed,2024-11-09T01:56:00.862053Z,Perch,208,3,day,train
544879,2_2018-05-11_08-25-38.mp4,annotation,2024-11-06T19:20:40.252362Z,Perch,29,1,day,train
544881,2_2018-05-11_08-48-26.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,val
544884,2_2018-05-11_10-44-39.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,13,1,day,train
544885,2_2018-05-11_11-17-02.mp4,completed,2024-11-08T20:54:55.402771Z,Perch,37,1,day,train
544888,2_2018-05-11_19-06-07.mp4,completed,2024-11-13T18:37:38.845097Z,River Herring,22,2,day,train
544890,2_2018-05-11_19-25-46.mp4,completed,2024-11-13T18:34:09.766847Z,Perch,20,3,night,train
544895,2_2018-05-12_14-13-19.mp4,completed,2024-11-08T20:15:54.353871Z,River Herring,15,1,day,train
544896,2_2018-05-12_17-49-34.mp4,completed,2024-11-13T18:33:42.575752Z,River Herring,45,3,day,train
544897,2_2018-05-12_17-56-58.mp4,completed,2024-11-09T01:30:17.380549Z,River Herring,23,2,day,train
544901,2_2018-05-13_05-05-35.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,15,1,night,train
544905,2_2018-05-13_10-35-48.mp4,completed,2024-11-13T18:26:51.568613Z,River Herring,13,1,day,train
544906,2_2018-05-13_11-44-28.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,20,1,day,train
544907,2_2018-05-13_14-27-53.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,17,1,day,val
544908,2_2018-05-16_03-59-07.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,26,1,night,train
544909,2_2018-05-16_05-35-32.mp4,completed,2024-11-06T15:17:50.240866Z,Bass,33,1,dawn,train
544912,2_2018-05-16_16-30-17.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,10,1,day,train
544918,2_2018-05-17_11-14-55.mp4,completed,2024-11-09T01:28:50.951094Z,Trout,20,1,day,train
544920,2_2018-05-18_11-12-45.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,16,1,day,train
544926,2_2018-05-22_05-58-08.mp4,completed,2024-11-09T01:27:25.051165Z,Trout,39,2,day,train
544927,2_2018-05-22_08-29-01.mp4,completed,2024-11-08T21:07:17.377297Z,Trout,21,1,day,train
544928,2_2018-05-22_13-37-26.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,34,1,day,train
544929,2_2018-05-23_05-04-17.mp4,completed,2024-11-19T04:13:05.455029Z,Lamprey,48,1,night,train
544930,2_2018-05-23_07-42-44.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,74,1,day,train
544932,2_2018-05-23_14-24-17.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,35,1,day,train
544933,2_2018-05-24_00-11-38.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,9,1,night,val
544935,2_2018-05-24_06-04-02.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,27,1,day,train
544936,2_2018-05-24_14-30-52.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,25,1,day,val
544937,2_2018-05-24_19-05-13.mp4,completed,2024-11-08T20:51:56.787489Z,Trout,78,1,day,train
544938,2_2018-05-25_01-52-36.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,11,1,night,train
544940,2_2018-05-25_14-42-28.mp4,completed,2024-11-06T15:17:50.240866Z,Trout,86,2,day,train
544941,2_2018-05-25_16-21-28.mp4,completed,2024-11-06T15:22:29.916822Z,Pickerel,34,1,day,train
544947,2_2018-05-26_11-37-54.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,78,1,day,train
544949,2_2018-05-26_13-49-46.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,94,2,day,val
544951,2_2018-05-26_17-38-02.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,37,1,day,train
544953,2_2018-05-26_18-52-52.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,52,1,day,train
544980,2_2018-05-27_01-23-44.mp4,completed,2024-11-06T15:17:50.240866Z,River Herring,9,1,night,train
544981,2_2018-05-27_13-07-46.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,34,1,day,train
544982,2_2018-05-27_18-28-09.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,22,1,day,train
544984,2_2018-05-30_12-23-31.mp4,completed,2024-11-06T15:17:50.240866Z,Sunfish,34,1,day,train
542272,2_2018-04-13_16-34-07.mp4,completed,2024-12-14T07:14:04.918644Z,Perch,33,1,day,train
542277,2_2018-04-14_09-57-26.mp4,completed,2024-12-14T07:09:22.929674Z,River Herring,19,1,day,train
542289,2_2018-04-14_13-18-51.mp4,completed,2024-12-14T07:15:59.089954Z,River Herring,18,1,day,train
542298,2_2018-04-14_17-45-05.mp4,completed,2024-12-14T07:07:54.184690Z,River Herring,17,1,day,train
542303,2_2018-04-18_18-42-03.mp4,completed,2024-12-14T07:06:13.999067Z,Trout,28,1,day,train
542318,2_2018-04-22_14-12-15.mp4,completed,2024-12-14T07:04:21.835522Z,River Herring,11,1,day,train
542364,2_2018-04-27_15-41-54.mp4,completed,2024-12-15T04:47:19.848734Z,River Herring,17,2,day,train
542369,2_2018-04-27_15-53-44.mp4,completed,2024-12-14T07:03:17.541949Z,Bass,12,1,day,train
542372,2_2018-04-27_16-30-59.mp4,completed,2024-11-19T21:35:15.635213Z,"Trout, River Herring",37,3,day,train
542394,2_2018-04-27_17-13-15.mp4,completed,2024-12-14T07:01:50.100649Z,River Herring,22,1,day,test
542485,2_2018-04-29_16-28-35.mp4,completed,2024-12-15T04:51:31.464155Z,River Herring,31,2,day,val
544663,2_2018-05-03_16-03-30.mp4,completed,2024-12-14T07:00:04.353403Z,River Herring,13,1,day,train
544667,2_2018-05-03_16-42-31.mp4,completed,2024-12-14T06:58:31.264218Z,"Eel, Unknown Fish, River Herring",185,3,day,train
544671,2_2018-05-03_17-04-58.mp4,completed,2024-12-14T06:54:56.117831Z,River Herring,58,4,day,train
544673,2_2018-05-03_17-53-38.mp4,completed,2024-12-15T04:55:13.221892Z,River Herring,25,1,day,train
544674,2_2018-05-03_18-11-40.mp4,completed,2024-12-14T06:49:40.931879Z,Lamprey,89,2,day,train
544686,2_2018-05-04_11-30-52.mp4,completed,2024-12-14T06:42:38.392047Z,Trout,24,1,day,train
544688,2_2018-05-04_11-42-03.mp4,completed,2024-12-14T06:40:17.227121Z,River Herring,31,3,day,train
544948,2_2018-05-26_11-54-36.mp4,completed,2024-11-19T21:29:22.251686Z,Sunfish,68,1,day,train
