id,name,status,updated_date,species,frames_with_fish,number_of_tracks,time_of_day,train_set
1087070,Coonamessett_2024-05-30_09-32-41_009.mp4,completed,2024-12-12T17:49:52.391752Z,River Herring,84,5,day,train
1087071,Coonamessett_2024-05-30_20-00-11_835.mp4,completed,2024-12-13T07:15:29.813447Z,River Herring,34,3,night,test
1087073,Coonamessett_2024-05-30_20-04-50_715.mp4,completed,2024-12-13T07:11:01.076968Z,River Herring,73,10,night,train
1087074,Coonamessett_2024-05-30_20-06-51_036.mp4,completed,2024-12-13T17:56:35.802411Z,River Herring,136,4,night,test
1087075,Coonamessett_2024-05-30_20-07-38_818.mp4,completed,2024-12-12T07:37:32.218818Z,River Herring,141,13,night,train
1087077,Coonamessett_2024-05-30_20-15-02_930.mp4,completed,2024-12-13T18:29:37.584454Z,River Herring,192,8,night,val
1087078,Coonamessett_2024-05-30_20-15-34_896.mp4,completed,2024-12-13T18:55:41.856023Z,River Herring,36,4,night,train
1087079,Coonamessett_2024-05-30_20-16-45_433.mp4,completed,2024-12-13T18:50:06.357107Z,River Herring,119,9,night,train
1087080,Coonamessett_2024-05-30_20-21-57_213.mp4,completed,2024-12-13T17:47:27.558041Z,River Herring,56,4,night,train
1087081,Coonamessett_2024-05-30_20-23-25_435.mp4,completed,2024-12-12T07:22:39.336128Z,River Herring,71,7,night,test
1087082,Coonamessett_2024-05-30_20-25-45_042.mp4,completed,2024-12-12T06:59:09.164372Z,River Herring,103,4,night,train
1087085,Coonamessett_2024-05-30_20-26-54_979.mp4,completed,2024-12-12T06:49:55.767246Z,River Herring,87,5,night,train
1087087,Coonamessett_2024-05-31_08-00-36_059.mp4,completed,2024-12-12T06:42:08.923084Z,River Herring,87,2,day,train
1087088,Coonamessett_2024-05-31_08-30-58_346.mp4,completed,2024-12-12T06:21:00.127589Z,River Herring,9,1,day,train
1087089,Coonamessett_2024-06-01_04-15-41_128.mp4,completed,2024-12-12T06:19:45.054176Z,River Herring,15,1,night,val
1087090,Coonamessett_2024-06-01_04-21-34_609.mp4,completed,2024-12-12T06:18:13.025299Z,River Herring,15,1,night,test
1087092,Coonamessett_2024-06-01_04-41-51_872.mp4,completed,2024-12-12T06:16:23.722034Z,River Herring,19,2,night,test
1087093,Coonamessett_2024-06-01_04-49-22_314.mp4,completed,2024-12-11T23:47:04.921699Z,River Herring,39,2,night,train
1087094,Coonamessett_2024-06-01_13-09-37_393.mp4,completed,2024-12-11T23:43:32.240952Z,Eel,45,2,day,train
1087097,Coonamessett_2024-06-01_15-05-52_625.mp4,completed,2024-12-11T23:40:10.167899Z,River Herring,5,1,day,train
1087099,Coonamessett_2024-06-01_15-21-06_502.mp4,completed,2024-12-11T23:39:21.108364Z,River Herring,25,3,day,val
1087100,Coonamessett_2024-06-01_15-32-01_931.mp4,completed,2024-12-11T23:36:55.668084Z,River Herring,7,1,day,val
1087102,Coonamessett_2024-06-01_21-02-43_612.mp4,completed,2024-12-11T23:35:55.807321Z,River Herring,8,1,night,test
1087104,Coonamessett_2024-06-01_21-05-32_910.mp4,completed,2024-12-11T23:34:44.435947Z,River Herring,13,2,night,train
1087106,Coonamessett_2024-06-01_21-09-33_010.mp4,completed,2024-12-11T23:32:56.763980Z,"Unknown Fish, River Herring",29,3,night,train
1087107,Coonamessett_2024-06-01_21-17-34_479.mp4,completed,2024-12-11T23:11:12.876124Z,River Herring,8,1,night,val
1087108,Coonamessett_2024-06-01_21-20-29_449.mp4,completed,2024-12-11T23:10:02.991964Z,River Herring,15,1,night,train
1087109,Coonamessett_2024-06-01_21-23-14_744.mp4,completed,2024-12-11T23:07:39.345147Z,River Herring,65,2,night,train
1087110,Coonamessett_2024-06-01_21-34-49_620.mp4,completed,2024-12-11T23:08:33.307898Z,River Herring,45,1,night,train
1087112,Coonamessett_2024-06-02_04-31-36_231.mp4,completed,2024-12-11T22:45:36.880215Z,River Herring,18,2,night,train
1087114,Coonamessett_2024-06-02_04-37-14_567.mp4,completed,2024-12-11T22:43:32.808943Z,River Herring,9,1,night,train
1087116,Coonamessett_2024-06-02_11-51-05_543.mp4,completed,2024-12-11T22:42:34.902696Z,Unknown Fish,34,4,day,train
1087117,Coonamessett_2024-06-02_11-51-48_852.mp4,completed,2024-12-11T22:39:53.534646Z,Unknown Fish,37,8,day,train
1087119,Coonamessett_2024-06-02_12-01-37_124.mp4,completed,2024-12-11T22:36:47.168863Z,Unknown Fish,13,2,day,train
1087120,Coonamessett_2024-06-02_21-00-39_032.mp4,completed,2024-12-11T22:35:18.888664Z,River Herring,22,2,night,train
1087122,Coonamessett_2024-06-02_21-05-38_323.mp4,completed,2024-12-11T22:33:23.949674Z,River Herring,14,1,night,train
1087123,Coonamessett_2024-06-02_21-13-12_165.mp4,completed,2024-12-11T22:32:08.461832Z,River Herring,12,1,night,train
1087124,Coonamessett_2024-06-02_21-19-56_225.mp4,completed,2024-12-11T22:31:02.379529Z,River Herring,10,1,night,train
1087125,Coonamessett_2024-06-03_01-10-22_665.mp4,completed,2024-12-11T22:29:52.392810Z,River Herring,8,1,night,train
1087126,Coonamessett_2024-06-03_01-18-02_251.mp4,completed,2024-12-11T22:28:54.111124Z,River Herring,23,2,night,train
1087127,Coonamessett_2024-06-03_01-24-34_304.mp4,completed,2024-12-11T22:26:39.610614Z,River Herring,13,1,night,val
1087129,Coonamessett_2024-06-03_01-29-44_810.mp4,completed,2024-12-11T22:24:54.935079Z,Unknown Fish,9,1,night,train
1087130,Coonamessett_2024-06-03_01-30-09_435.mp4,completed,2024-12-11T22:15:01.590725Z,"Unknown Fish, River Herring",20,2,night,train
1087132,Coonamessett_2024-06-03_01-38-12_444.mp4,completed,2024-12-11T22:03:05.109428Z,River Herring,10,1,night,train
1087134,Coonamessett_2024-06-03_21-07-47_912.mp4,completed,2024-12-11T22:11:34.604325Z,River Herring,9,1,night,train
1087135,Coonamessett_2024-06-03_21-38-29_622.mp4,completed,2024-12-11T22:10:15.537418Z,River Herring,12,1,night,train
1087136,Coonamessett_2024-06-03_22-13-06_086.mp4,completed,2024-12-11T22:12:31.089123Z,Unknown Fish,9,1,night,train
1087137,Coonamessett_2024-06-03_22-13-19_966.mp4,completed,2024-12-11T22:01:51.747531Z,Unknown Fish,18,1,night,train
1087138,Coonamessett_2024-06-04_21-06-03_699.mp4,completed,2024-12-11T22:04:22.503720Z,River Herring,12,1,night,test
1087139,Coonamessett_2024-06-04_21-06-11_840.mp4,completed,2024-12-11T22:07:21.994442Z,"Unknown Fish, River Herring",30,2,night,train
1087140,Coonamessett_2024-06-04_21-33-02_336.mp4,completed,2024-12-11T22:08:52.333498Z,River Herring,9,1,night,train
1087141,Coonamessett_2024-06-04_21-40-36_243.mp4,completed,2024-12-11T21:28:36.506942Z,Unknown Fish,15,1,night,train
1087142,Coonamessett_2024-06-05_21-34-07_202.mp4,completed,2024-12-11T21:24:18.416971Z,River Herring,18,1,night,train
1087143,Coonamessett_2024-06-05_21-38-25_654.mp4,completed,2024-12-11T21:04:30.264854Z,River Herring,10,1,night,val
1087145,Coonamessett_2024-06-05_21-45-27_999.mp4,completed,2024-12-11T21:03:02.782952Z,River Herring,29,2,night,test
1087146,Coonamessett_2024-06-05_21-51-48_904.mp4,completed,2024-12-11T20:57:49.906106Z,"Unknown Fish, River Herring",19,2,night,train
1087147,Coonamessett_2024-06-05_21-52-01_716.mp4,completed,2024-12-11T21:00:28.835784Z,"Unknown Fish, River Herring",25,3,night,test
1087148,Coonamessett_2024-05-22_00-00-49_020.mp4,completed,2024-12-13T18:57:01.915657Z,River Herring,7,1,night,train
1087150,Coonamessett_2024-05-22_00-06-57_646.mp4,completed,2024-12-13T18:58:48.505431Z,River Herring,7,1,night,val
1087152,Coonamessett_2024-05-22_00-15-24_006.mp4,completed,2024-12-11T20:55:51.238816Z,River Herring,6,1,night,train
1087153,Coonamessett_2024-05-22_00-18-33_591.mp4,completed,2024-12-11T20:54:43.601097Z,River Herring,13,2,night,train
1087155,Coonamessett_2024-05-22_00-26-54_879.mp4,completed,2024-12-11T20:52:35.991269Z,River Herring,7,1,night,val
1087156,Coonamessett_2024-05-22_00-29-15_883.mp4,completed,2024-12-11T20:51:38.356084Z,River Herring,15,1,night,train
1087157,Coonamessett_2024-05-22_00-40-29_539.mp4,completed,2024-12-11T20:28:08.451683Z,River Herring,7,1,night,train
1087158,Coonamessett_2024-05-22_00-42-31_391.mp4,completed,2024-12-11T20:20:28.484252Z,River Herring,8,1,night,train
1087160,Coonamessett_2024-05-22_00-50-49_410.mp4,completed,2024-12-11T20:15:38.578675Z,River Herring,8,1,night,train
1087163,Coonamessett_2024-05-22_03-28-44_285.mp4,completed,2024-12-11T20:01:36.187546Z,River Herring,8,1,night,train
1087164,Coonamessett_2024-05-22_10-05-25_053.mp4,completed,2024-12-11T20:41:24.315721Z,River Herring,7,1,day,train
1087165,Coonamessett_2024-05-22_10-14-58_411.mp4,completed,2024-12-13T23:51:37.642807Z,River Herring,110,1,day,train
1087166,Coonamessett_2024-05-22_10-34-38_827.mp4,completed,2024-12-13T21:29:56.883366Z,River Herring,145,0,day,train
1087167,Coonamessett_2024-05-22_10-36-02_509.mp4,completed,2024-12-13T19:01:21.476170Z,"Unknown Fish, River Herring",22,4,day,train
1087168,Coonamessett_2024-05-22_10-42-08_665.mp4,completed,2024-12-11T19:21:17.003452Z,River Herring,44,1,day,train
1087169,Coonamessett_2024-05-22_10-43-08_257.mp4,completed,2024-12-11T19:16:22.529838Z,River Herring,38,1,day,train
